date_string,usd_to_rmb,usd_to_jpy
"1992, Friday, May 08",5.5338,133.4
"1992, Monday, May 11",5.5288,133.17
"1992, Tuesday, May 12",5.5288,130.5
"1992, Wednesday, May 13",5.5138,130.4
"1992, Thursday, May 14",5.5138,130.2
"1992, Friday, May 15",5.5138,130.25
"1992, Monday, May 18",5.5138,128.8
"1992, Tuesday, May 19",5.5138,129.1
"1992, Wednesday, May 20",5.5138,129.58
"1992, Thursday, May 21",5.5138,130.25
"1992, Friday, May 22",5.5138,129.4
"1992, Monday, May 25",,
"1992, Tuesday, May 26",5.5087,129.33
"1992, Wednesday, May 27",5.5048,129.95
"1992, Thursday, May 28",5.5048,129.62
"1992, Friday, May 29",5.5048,127.75
"1992, Monday, Jun 01",5.5003,127.45
"1992, Tuesday, Jun 02",5.4937,127.53
"1992, Wednesday, Jun 03",5.4937,127.8
"1992, Thursday, Jun 04",5.4987,127.57
"1992, Friday, Jun 05",5.4987,126.8
"1992, Monday, Jun 08",5.4937,127.2
"1992, Tuesday, Jun 09",5.4937,127.55
"1992, Wednesday, Jun 10",5.4937,127.65
"1992, Thursday, Jun 11",5.4937,126.75
"1992, Friday, Jun 12",5.4937,126.65
"1992, Monday, Jun 15",5.4937,126.8
"1992, Tuesday, Jun 16",5.4884,126.7
"1992, Wednesday, Jun 17",5.4884,127.05
"1992, Thursday, Jun 18",5.4884,126.65
"1992, Friday, Jun 19",5.4884,126.93
"1992, Monday, Jun 22",5.4884,127.1
"1992, Tuesday, Jun 23",5.4884,127.23
"1992, Wednesday, Jun 24",5.4837,126.68
"1992, Thursday, Jun 25",5.4758,125.45
"1992, Friday, Jun 26",5.4758,125.72
"1992, Monday, Jun 29",5.4758,125.25
"1992, Tuesday, Jun 30",5.4758,125.87
"1992, Wednesday, Jul 01",5.4758,124.92
"1992, Thursday, Jul 02",5.4758,124.6
"1992, Friday, Jul 03",5.4758,124.8
"1992, Monday, Jul 06",5.4758,124.55
"1992, Tuesday, Jul 07",5.4758,124.42
"1992, Wednesday, Jul 08",5.4758,124.85
"1992, Thursday, Jul 09",5.4636,125.8
"1992, Friday, Jul 10",5.472,125.4
"1992, Monday, Jul 13",5.4721,124.95
"1992, Tuesday, Jul 14",5.4721,126.0
"1992, Wednesday, Jul 15",5.4721,125.0
"1992, Thursday, Jul 16",5.4721,125.45
"1992, Friday, Jul 17",5.4421,124.55
"1992, Monday, Jul 20",5.4471,125.25
"1992, Tuesday, Jul 21",5.4471,125.3
"1992, Wednesday, Jul 22",5.4421,126.9
"1992, Thursday, Jul 23",5.4383,126.63
"1992, Friday, Jul 24",5.4335,127.67
"1992, Monday, Jul 27",5.4335,127.73
"1992, Tuesday, Jul 28",5.4335,127.58
"1992, Wednesday, Jul 29",5.4335,127.93
"1992, Thursday, Jul 30",5.4335,127.65
"1992, Friday, Jul 31",5.4335,127.35
"1992, Monday, Aug 03",5.4335,127.28
"1992, Tuesday, Aug 04",5.4483,127.25
"1992, Wednesday, Aug 05",5.4483,127.4
"1992, Thursday, Aug 06",5.4622,127.75
"1992, Friday, Aug 07",,127.5
"1992, Monday, Aug 10",,128.05
"1992, Tuesday, Aug 11",5.4587,128.05
"1992, Wednesday, Aug 12",5.4587,127.72
"1992, Thursday, Aug 13",5.4587,127.27
"1992, Friday, Aug 14",5.4548,126.25
"1992, Monday, Aug 17",,125.75
"1992, Tuesday, Aug 18",5.4548,126.25
"1992, Wednesday, Aug 19",5.4548,126.3
"1992, Thursday, Aug 20",5.4548,126.32
"1992, Friday, Aug 21",5.4436,126.07
"1992, Monday, Aug 24",5.4199,124.68
"1992, Tuesday, Aug 25",5.4199,124.9
"1992, Wednesday, Aug 26",5.4199,124.95
"1992, Thursday, Aug 27",5.4199,124.9
"1992, Friday, Aug 28",5.4199,123.26
"1992, Monday, Aug 31",5.4199,122.95
"1992, Tuesday, Sep 01",5.4199,122.95
"1992, Wednesday, Sep 02",5.4124,123.0
"1992, Thursday, Sep 03",5.4437,124.0
"1992, Friday, Sep 04",5.4788,123.22
"1992, Monday, Sep 07",,
"1992, Tuesday, Sep 08",5.4788,122.68
"1992, Wednesday, Sep 09",5.4788,123.23
"1992, Thursday, Sep 10",5.5125,122.98
"1992, Friday, Sep 11",5.5166,124.23
"1992, Monday, Sep 14",5.5236,124.25
"1992, Tuesday, Sep 15",5.5236,124.38
"1992, Wednesday, Sep 16",5.5338,124.95
"1992, Thursday, Sep 17",5.5391,124.43
"1992, Friday, Sep 18",5.5288,124.63
"1992, Monday, Sep 21",,123.72
"1992, Tuesday, Sep 22",5.5348,121.2
"1992, Wednesday, Sep 23",5.5348,120.15
"1992, Thursday, Sep 24",5.5328,120.7
"1992, Friday, Sep 25",5.5328,120.5
"1992, Monday, Sep 28",5.5328,119.58
"1992, Tuesday, Sep 29",5.5227,119.75
"1992, Wednesday, Sep 30",5.514,120.0
"1992, Thursday, Oct 01",5.514,120.0
"1992, Friday, Oct 02",5.514,119.35
"1992, Monday, Oct 05",5.514,119.65
"1992, Tuesday, Oct 06",,119.92
"1992, Wednesday, Oct 07",5.5416,120.02
"1992, Thursday, Oct 08",5.5456,120.97
"1992, Friday, Oct 09",5.5539,122.0
"1992, Monday, Oct 12",,
"1992, Tuesday, Oct 13",5.5539,121.5
"1992, Wednesday, Oct 14",5.5539,121.02
"1992, Thursday, Oct 15",5.5539,120.4
"1992, Friday, Oct 16",5.5539,119.85
"1992, Monday, Oct 19",5.5539,119.85
"1992, Tuesday, Oct 20",5.5634,121.95
"1992, Wednesday, Oct 21",5.5654,121.8
"1992, Thursday, Oct 22",5.5654,120.75
"1992, Friday, Oct 23",5.5654,121.77
"1992, Monday, Oct 26",5.5654,122.03
"1992, Tuesday, Oct 27",,122.48
"1992, Wednesday, Oct 28",,122.5
"1992, Thursday, Oct 29",,123.36
"1992, Friday, Oct 30",,123.3
"1992, Monday, Nov 02",5.5684,123.95
"1992, Tuesday, Nov 03",5.5789,122.25
"1992, Wednesday, Nov 04",5.5789,122.8
"1992, Thursday, Nov 05",5.5789,122.67
"1992, Friday, Nov 06",,123.2
"1992, Monday, Nov 09",,123.9
"1992, Tuesday, Nov 10",5.5942,124.4
"1992, Wednesday, Nov 11",,
"1992, Thursday, Nov 12",5.5942,124.12
"1992, Friday, Nov 13",5.5881,123.85
"1992, Monday, Nov 16",5.5881,124.85
"1992, Tuesday, Nov 17",5.5881,124.55
"1992, Wednesday, Nov 18",5.5881,124.38
"1992, Thursday, Nov 19",5.624,123.55
"1992, Friday, Nov 20",5.6741,124.22
"1992, Monday, Nov 23",,124.18
"1992, Tuesday, Nov 24",,124.1
"1992, Wednesday, Nov 25",,123.93
"1992, Thursday, Nov 26",,
"1992, Friday, Nov 27",5.7097,124.4
"1992, Monday, Nov 30",5.7341,124.42
"1992, Tuesday, Dec 01",5.7531,124.4
"1992, Wednesday, Dec 02",5.7531,124.41
"1992, Thursday, Dec 03",5.7531,124.67
"1992, Friday, Dec 04",5.8019,124.9
"1992, Monday, Dec 07",5.8019,124.44
"1992, Tuesday, Dec 08",5.8396,124.0
"1992, Wednesday, Dec 09",5.8396,124.1
"1992, Thursday, Dec 10",,123.73
"1992, Friday, Dec 11",5.8596,123.89
"1992, Monday, Dec 14",5.8596,123.85
"1992, Tuesday, Dec 15",5.9007,124.1
"1992, Wednesday, Dec 16",,122.9
"1992, Thursday, Dec 17",5.9007,123.1
"1992, Friday, Dec 18",5.8646,123.28
"1992, Monday, Dec 21",,122.97
"1992, Tuesday, Dec 22",5.7995,123.52
"1992, Wednesday, Dec 23",5.7995,123.85
"1992, Thursday, Dec 24",,123.9
"1992, Friday, Dec 25",,
"1992, Monday, Dec 28",5.7662,124.75
"1992, Tuesday, Dec 29",5.7662,124.7
"1992, Wednesday, Dec 30",5.7662,124.59
"1992, Thursday, Dec 31",5.7662,124.85
"1993, Friday, Jan 01",,
"1993, Monday, Jan 04",5.7662,125.4
"1993, Tuesday, Jan 05",5.7662,125.11
"1993, Wednesday, Jan 06",5.7744,125.1
"1993, Thursday, Jan 07",5.7744,125.25
"1993, Friday, Jan 08",5.7744,125.27
"1993, Monday, Jan 11",5.7744,125.05
"1993, Tuesday, Jan 12",5.7744,125.3
"1993, Wednesday, Jan 13",,126.03
"1993, Thursday, Jan 14",5.7744,125.75
"1993, Friday, Jan 15",,126.1
"1993, Monday, Jan 18",,
"1993, Tuesday, Jan 19",5.7744,125.55
"1993, Wednesday, Jan 20",5.7744,124.9
"1993, Thursday, Jan 21",5.7894,125.0
"1993, Friday, Jan 22",5.7894,124.85
"1993, Monday, Jan 25",5.7894,123.28
"1993, Tuesday, Jan 26",5.7894,123.63
"1993, Wednesday, Jan 27",5.7894,124.1
"1993, Thursday, Jan 28",5.7894,124.23
"1993, Friday, Jan 29",5.7894,124.97
"1993, Monday, Feb 01",5.7894,124.95
"1993, Tuesday, Feb 02",5.7894,124.86
"1993, Wednesday, Feb 03",,124.33
"1993, Thursday, Feb 04",,124.58
"1993, Friday, Feb 05",5.8,124.43
"1993, Monday, Feb 08",5.8,124.02
"1993, Tuesday, Feb 09",5.8,121.38
"1993, Wednesday, Feb 10",5.8,120.97
"1993, Thursday, Feb 11",5.8,120.5
"1993, Friday, Feb 12",5.8,120.9
"1993, Monday, Feb 15",,
"1993, Tuesday, Feb 16",5.8,119.8
"1993, Wednesday, Feb 17",5.8,119.4
"1993, Thursday, Feb 18",5.7995,119.6
"1993, Friday, Feb 19",5.7694,119.11
"1993, Monday, Feb 22",,116.45
"1993, Tuesday, Feb 23",,116.65
"1993, Wednesday, Feb 24",5.7546,116.9
"1993, Thursday, Feb 25",5.7546,117.5
"1993, Friday, Feb 26",5.7546,118.1
"1993, Monday, Mar 01",5.7546,118.75
"1993, Tuesday, Mar 02",5.7546,117.77
"1993, Wednesday, Mar 03",5.7443,117.25
"1993, Thursday, Mar 04",5.7443,116.8
"1993, Friday, Mar 05",5.7443,117.65
"1993, Monday, Mar 08",5.7443,116.62
"1993, Tuesday, Mar 09",5.7443,117.4
"1993, Wednesday, Mar 10",5.7443,118.12
"1993, Thursday, Mar 11",5.7443,117.57
"1993, Friday, Mar 12",5.7443,117.8
"1993, Monday, Mar 15",5.7624,118.45
"1993, Tuesday, Mar 16",5.7624,116.9
"1993, Wednesday, Mar 17",5.7624,117.25
"1993, Thursday, Mar 18",5.7624,116.88
"1993, Friday, Mar 19",5.7442,115.95
"1993, Monday, Mar 22",5.7442,115.67
"1993, Tuesday, Mar 23",5.7442,115.7
"1993, Wednesday, Mar 24",5.7333,116.88
"1993, Thursday, Mar 25",5.7333,117.3
"1993, Friday, Mar 26",5.7333,116.4
"1993, Monday, Mar 29",5.7333,116.77
"1993, Tuesday, Mar 30",5.7333,116.62
"1993, Wednesday, Mar 31",5.7333,114.9
"1993, Thursday, Apr 01",5.7333,114.1
"1993, Friday, Apr 02",5.7333,114.2
"1993, Monday, Apr 05",,113.6
"1993, Tuesday, Apr 06",,114.0
"1993, Wednesday, Apr 07",,113.7
"1993, Thursday, Apr 08",5.7333,113.45
"1993, Friday, Apr 09",5.7333,113.2
"1993, Monday, Apr 12",5.7333,112.75
"1993, Tuesday, Apr 13",5.7163,113.4
"1993, Wednesday, Apr 14",5.7163,113.9
"1993, Thursday, Apr 15",5.7163,113.4
"1993, Friday, Apr 16",5.7165,112.63
"1993, Monday, Apr 19",5.7076,111.03
"1993, Tuesday, Apr 20",5.7076,110.8
"1993, Wednesday, Apr 21",,111.1
"1993, Thursday, Apr 22",,110.05
"1993, Friday, Apr 23",5.7076,110.62
"1993, Monday, Apr 26",5.7076,110.45
"1993, Tuesday, Apr 27",,111.25
"1993, Wednesday, Apr 28",,112.4
"1993, Thursday, Apr 29",,111.75
"1993, Friday, Apr 30",,111.27
"1993, Monday, May 03",,110.9
"1993, Tuesday, May 04",5.7227,110.3
"1993, Wednesday, May 05",,110.25
"1993, Thursday, May 06",,110.3
"1993, Friday, May 07",,110.35
"1993, Monday, May 10",5.7227,111.75
"1993, Tuesday, May 11",5.7331,111.05
"1993, Wednesday, May 12",5.7331,111.5
"1993, Thursday, May 13",5.7433,111.7
"1993, Friday, May 14",5.7433,110.85
"1993, Monday, May 17",5.7433,111.4
"1993, Tuesday, May 18",5.7433,111.59
"1993, Wednesday, May 19",5.7433,110.52
"1993, Thursday, May 20",5.7433,110.5
"1993, Friday, May 21",5.7433,110.43
"1993, Monday, May 24",5.7433,110.35
"1993, Tuesday, May 25",5.7433,109.5
"1993, Wednesday, May 26",5.7433,108.65
"1993, Thursday, May 27",,107.8
"1993, Friday, May 28",5.7433,107.17
"1993, Monday, May 31",,
"1993, Tuesday, Jun 01",,107.23
"1993, Wednesday, Jun 02",5.7433,107.68
"1993, Thursday, Jun 03",5.7433,107.4
"1993, Friday, Jun 04",5.7243,107.75
"1993, Monday, Jun 07",5.7243,107.36
"1993, Tuesday, Jun 08",5.7243,106.3
"1993, Wednesday, Jun 09",5.7243,106.55
"1993, Thursday, Jun 10",5.7243,106.16
"1993, Friday, Jun 11",5.7243,106.1
"1993, Monday, Jun 14",5.7243,105.15
"1993, Tuesday, Jun 15",5.7529,105.6
"1993, Wednesday, Jun 16",5.7646,106.6
"1993, Thursday, Jun 17",5.7646,106.75
"1993, Friday, Jun 18",5.7646,109.5
"1993, Monday, Jun 21",,111.05
"1993, Tuesday, Jun 22",,111.35
"1993, Wednesday, Jun 23",5.7756,109.15
"1993, Thursday, Jun 24",5.7756,109.25
"1993, Friday, Jun 25",5.7756,106.15
"1993, Monday, Jun 28",5.7756,106.05
"1993, Tuesday, Jun 29",5.7756,107.13
"1993, Wednesday, Jun 30",5.7756,106.8
"1993, Thursday, Jul 01",5.7756,107.85
"1993, Friday, Jul 02",5.7756,108.7
"1993, Monday, Jul 05",,
"1993, Tuesday, Jul 06",5.7756,108.28
"1993, Wednesday, Jul 07",5.7756,107.7
"1993, Thursday, Jul 08",5.7756,108.75
"1993, Friday, Jul 09",5.7756,109.67
"1993, Monday, Jul 12",5.7756,109.65
"1993, Tuesday, Jul 13",5.7756,108.34
"1993, Wednesday, Jul 14",5.7756,107.5
"1993, Thursday, Jul 15",5.7756,108.25
"1993, Friday, Jul 16",5.7756,107.8
"1993, Monday, Jul 19",5.7756,108.5
"1993, Tuesday, Jul 20",5.7756,108.4
"1993, Wednesday, Jul 21",5.7756,108.5
"1993, Thursday, Jul 22",5.7756,106.9
"1993, Friday, Jul 23",5.7756,106.8
"1993, Monday, Jul 26",5.7756,106.9
"1993, Tuesday, Jul 27",5.7756,106.35
"1993, Wednesday, Jul 28",5.7756,105.33
"1993, Thursday, Jul 29",5.7756,106.3
"1993, Friday, Jul 30",5.7756,105.05
"1993, Monday, Aug 02",5.7756,104.35
"1993, Tuesday, Aug 03",5.7756,104.43
"1993, Wednesday, Aug 04",5.7756,104.8
"1993, Thursday, Aug 05",5.7756,104.25
"1993, Friday, Aug 06",5.7756,104.45
"1993, Monday, Aug 09",5.7756,104.93
"1993, Tuesday, Aug 10",5.7756,104.67
"1993, Wednesday, Aug 11",5.7963,103.68
"1993, Thursday, Aug 12",5.7963,103.17
"1993, Friday, Aug 13",5.7963,102.18
"1993, Monday, Aug 16",5.7963,101.1
"1993, Tuesday, Aug 17",5.7963,101.55
"1993, Wednesday, Aug 18",5.7963,101.6
"1993, Thursday, Aug 19",5.7963,103.95
"1993, Friday, Aug 20",5.7963,104.85
"1993, Monday, Aug 23",5.7963,103.12
"1993, Tuesday, Aug 24",5.7963,103.73
"1993, Wednesday, Aug 25",5.7963,104.95
"1993, Thursday, Aug 26",5.7963,104.4
"1993, Friday, Aug 27",5.7963,104.0
"1993, Monday, Aug 30",5.8063,103.94
"1993, Tuesday, Aug 31",5.8063,104.73
"1993, Wednesday, Sep 01",5.8063,105.7
"1993, Thursday, Sep 02",5.8013,106.0
"1993, Friday, Sep 03",5.8013,105.05
"1993, Monday, Sep 06",,
"1993, Tuesday, Sep 07",5.8013,104.05
"1993, Wednesday, Sep 08",5.8013,105.64
"1993, Thursday, Sep 09",5.8013,105.2
"1993, Friday, Sep 10",5.8013,106.2
"1993, Monday, Sep 13",5.8013,106.3
"1993, Tuesday, Sep 14",5.8013,105.85
"1993, Wednesday, Sep 15",5.8013,106.3
"1993, Thursday, Sep 16",5.8013,104.45
"1993, Friday, Sep 17",5.8013,104.5
"1993, Monday, Sep 20",5.8013,104.31
"1993, Tuesday, Sep 21",5.8013,106.5
"1993, Wednesday, Sep 22",5.8013,106.5
"1993, Thursday, Sep 23",5.8013,106.07
"1993, Friday, Sep 24",5.8013,106.05
"1993, Monday, Sep 27",5.8013,105.9
"1993, Tuesday, Sep 28",5.8013,105.25
"1993, Wednesday, Sep 29",5.8013,105.2
"1993, Thursday, Sep 30",5.8013,106.05
"1993, Friday, Oct 01",5.8013,106.05
"1993, Monday, Oct 04",5.8013,105.8
"1993, Tuesday, Oct 05",5.8013,105.57
"1993, Wednesday, Oct 06",5.8013,105.6
"1993, Thursday, Oct 07",5.8013,105.15
"1993, Friday, Oct 08",5.8013,105.57
"1993, Monday, Oct 11",,
"1993, Tuesday, Oct 12",5.8013,105.95
"1993, Wednesday, Oct 13",5.8013,106.02
"1993, Thursday, Oct 14",5.8013,107.43
"1993, Friday, Oct 15",5.8013,107.08
"1993, Monday, Oct 18",5.8013,107.47
"1993, Tuesday, Oct 19",5.8013,107.07
"1993, Wednesday, Oct 20",5.8013,107.31
"1993, Thursday, Oct 21",5.8013,108.35
"1993, Friday, Oct 22",5.8013,108.16
"1993, Monday, Oct 25",5.8013,108.36
"1993, Tuesday, Oct 26",5.8013,108.14
"1993, Wednesday, Oct 27",5.8013,108.47
"1993, Thursday, Oct 28",5.8013,108.5
"1993, Friday, Oct 29",5.8013,108.35
"1993, Monday, Nov 01",5.8013,108.28
"1993, Tuesday, Nov 02",5.8013,107.57
"1993, Wednesday, Nov 03",5.8013,107.3
"1993, Thursday, Nov 04",5.8013,108.27
"1993, Friday, Nov 05",5.8013,108.2
"1993, Monday, Nov 08",5.8013,108.07
"1993, Tuesday, Nov 09",5.8013,108.26
"1993, Wednesday, Nov 10",5.8013,107.28
"1993, Thursday, Nov 11",,
"1993, Friday, Nov 12",5.8013,106.3
"1993, Monday, Nov 15",5.8013,106.9
"1993, Tuesday, Nov 16",5.8013,106.73
"1993, Wednesday, Nov 17",5.8013,107.0
"1993, Thursday, Nov 18",5.8195,107.1
"1993, Friday, Nov 19",5.8195,108.3
"1993, Monday, Nov 22",5.8195,108.27
"1993, Tuesday, Nov 23",5.8195,108.45
"1993, Wednesday, Nov 24",5.8195,108.15
"1993, Thursday, Nov 25",,
"1993, Friday, Nov 26",5.8195,108.75
"1993, Monday, Nov 29",5.8195,109.27
"1993, Tuesday, Nov 30",5.8195,109.08
"1993, Wednesday, Dec 01",5.8195,108.7
"1993, Thursday, Dec 02",5.8195,108.74
"1993, Friday, Dec 03",5.8195,108.46
"1993, Monday, Dec 06",5.8195,108.23
"1993, Tuesday, Dec 07",5.8195,107.6
"1993, Wednesday, Dec 08",5.8195,108.62
"1993, Thursday, Dec 09",5.8195,108.75
"1993, Friday, Dec 10",5.8195,109.18
"1993, Monday, Dec 13",5.8195,108.98
"1993, Tuesday, Dec 14",5.8195,109.38
"1993, Wednesday, Dec 15",5.8245,109.66
"1993, Thursday, Dec 16",5.8245,109.72
"1993, Friday, Dec 17",5.8245,110.1
"1993, Monday, Dec 20",5.8245,110.55
"1993, Tuesday, Dec 21",5.8245,111.08
"1993, Wednesday, Dec 22",5.8245,110.57
"1993, Thursday, Dec 23",5.8242,110.55
"1993, Friday, Dec 24",5.8245,110.95
"1993, Monday, Dec 27",5.8245,111.53
"1993, Tuesday, Dec 28",5.8245,111.35
"1993, Wednesday, Dec 29",5.8145,111.6
"1993, Thursday, Dec 30",5.8145,112.0
"1993, Friday, Dec 31",5.8145,111.7
"1994, Monday, Jan 03",8.7217,112.5
"1994, Tuesday, Jan 04",8.7217,112.75
"1994, Wednesday, Jan 05",8.7217,113.1
"1994, Thursday, Jan 06",8.7217,112.75
"1994, Friday, Jan 07",8.7117,111.97
"1994, Monday, Jan 10",8.7217,112.38
"1994, Tuesday, Jan 11",8.7217,112.35
"1994, Wednesday, Jan 12",8.7217,112.4
"1994, Thursday, Jan 13",8.7217,111.92
"1994, Friday, Jan 14",8.7217,111.24
"1994, Monday, Jan 17",,
"1994, Tuesday, Jan 18",8.7217,110.75
"1994, Wednesday, Jan 19",8.7217,110.85
"1994, Thursday, Jan 20",8.7217,111.6
"1994, Friday, Jan 21",8.7257,111.25
"1994, Monday, Jan 24",8.7217,111.8
"1994, Tuesday, Jan 25",8.7318,111.15
"1994, Wednesday, Jan 26",8.7217,110.28
"1994, Thursday, Jan 27",8.7217,109.62
"1994, Friday, Jan 28",8.7217,109.45
"1994, Monday, Jan 31",8.7217,108.72
"1994, Tuesday, Feb 01",8.7211,108.05
"1994, Wednesday, Feb 02",8.7228,108.03
"1994, Thursday, Feb 03",8.7252,108.18
"1994, Friday, Feb 04",8.7228,108.98
"1994, Monday, Feb 07",8.7223,108.56
"1994, Tuesday, Feb 08",8.7292,108.66
"1994, Wednesday, Feb 09",8.7292,107.89
"1994, Thursday, Feb 10",8.7292,108.45
"1994, Friday, Feb 11",8.7292,107.67
"1994, Monday, Feb 14",8.7292,104.08
"1994, Tuesday, Feb 15",8.7299,103.95
"1994, Wednesday, Feb 16",8.7242,103.8
"1994, Thursday, Feb 17",8.7283,104.2
"1994, Friday, Feb 18",8.7238,104.15
"1994, Monday, Feb 21",,
"1994, Tuesday, Feb 22",8.7212,105.27
"1994, Wednesday, Feb 23",8.7183,105.8
"1994, Thursday, Feb 24",8.724,105.15
"1994, Friday, Feb 25",8.7164,104.63
"1994, Monday, Feb 28",8.7262,104.22
"1994, Tuesday, Mar 01",8.7238,104.8
"1994, Wednesday, Mar 02",8.7268,103.7
"1994, Thursday, Mar 03",8.7278,103.73
"1994, Friday, Mar 04",8.728,105.6
"1994, Monday, Mar 07",8.7284,105.73
"1994, Tuesday, Mar 08",8.7268,105.3
"1994, Wednesday, Mar 09",8.7256,105.88
"1994, Thursday, Mar 10",8.7221,105.7
"1994, Friday, Mar 11",8.7256,105.05
"1994, Monday, Mar 14",8.7223,106.0
"1994, Tuesday, Mar 15",8.7217,105.97
"1994, Wednesday, Mar 16",8.7225,105.85
"1994, Thursday, Mar 17",8.7219,105.82
"1994, Friday, Mar 18",8.7208,106.05
"1994, Monday, Mar 21",8.7209,106.25
"1994, Tuesday, Mar 22",8.7195,106.0
"1994, Wednesday, Mar 23",8.721,106.4
"1994, Thursday, Mar 24",8.7273,105.52
"1994, Friday, Mar 25",8.723,104.85
"1994, Monday, Mar 28",8.7234,104.12
"1994, Tuesday, Mar 29",8.7242,103.45
"1994, Wednesday, Mar 30",8.7219,103.07
"1994, Thursday, Mar 31",8.7298,102.4
"1994, Friday, Apr 01",,103.75
"1994, Monday, Apr 04",,103.3
"1994, Tuesday, Apr 05",8.7298,103.85
"1994, Wednesday, Apr 06",8.7298,104.45
"1994, Thursday, Apr 07",8.7298,104.85
"1994, Friday, Apr 08",8.7298,105.02
"1994, Monday, Apr 11",8.7298,103.45
"1994, Tuesday, Apr 12",8.7298,103.62
"1994, Wednesday, Apr 13",8.7298,103.57
"1994, Thursday, Apr 14",8.7298,104.15
"1994, Friday, Apr 15",8.7398,103.6
"1994, Monday, Apr 18",8.7152,103.4
"1994, Tuesday, Apr 19",8.7145,103.23
"1994, Wednesday, Apr 20",8.7137,103.3
"1994, Thursday, Apr 21",8.7125,103.65
"1994, Friday, Apr 22",8.7125,103.6
"1994, Monday, Apr 25",8.7409,103.26
"1994, Tuesday, Apr 26",8.7094,102.95
"1994, Wednesday, Apr 27",8.7277,102.35
"1994, Thursday, Apr 28",8.7272,101.77
"1994, Friday, Apr 29",8.7247,102.05
"1994, Monday, May 02",8.7097,101.79
"1994, Tuesday, May 03",8.6984,101.2
"1994, Wednesday, May 04",8.6936,102.0
"1994, Thursday, May 05",8.6882,102.7
"1994, Friday, May 06",8.6864,102.72
"1994, Monday, May 09",8.6853,102.7
"1994, Tuesday, May 10",8.684,104.0
"1994, Wednesday, May 11",8.6829,104.42
"1994, Thursday, May 12",8.712,104.23
"1994, Friday, May 13",8.681,104.9
"1994, Monday, May 16",8.6806,104.8
"1994, Tuesday, May 17",8.6807,104.37
"1994, Wednesday, May 18",8.6805,103.55
"1994, Thursday, May 19",8.6804,104.25
"1994, Friday, May 20",8.6802,103.97
"1994, Monday, May 23",8.6804,104.33
"1994, Tuesday, May 24",8.6802,104.9
"1994, Wednesday, May 25",8.6802,104.5
"1994, Thursday, May 26",8.68,104.45
"1994, Friday, May 27",8.6798,104.3
"1994, Monday, May 30",,
"1994, Tuesday, May 31",8.6796,104.74
"1994, Wednesday, Jun 01",8.6794,104.7
"1994, Thursday, Jun 02",8.6791,104.98
"1994, Friday, Jun 03",8.709,105.38
"1994, Monday, Jun 06",8.679,105.25
"1994, Tuesday, Jun 07",8.709,104.9
"1994, Wednesday, Jun 08",8.7088,104.05
"1994, Thursday, Jun 09",8.7085,104.45
"1994, Friday, Jun 10",8.7083,103.7
"1994, Monday, Jun 13",8.6781,103.0
"1994, Tuesday, Jun 14",8.6779,102.5
"1994, Wednesday, Jun 15",8.6775,102.78
"1994, Thursday, Jun 16",8.6773,103.28
"1994, Friday, Jun 17",8.6771,102.75
"1994, Monday, Jun 20",8.6769,101.9
"1994, Tuesday, Jun 21",8.6764,101.78
"1994, Wednesday, Jun 22",8.6757,101.17
"1994, Thursday, Jun 23",8.675,101.1
"1994, Friday, Jun 24",8.6744,100.5
"1994, Monday, Jun 27",8.6739,100.05
"1994, Tuesday, Jun 28",8.6733,100.03
"1994, Wednesday, Jun 29",8.6726,98.82
"1994, Thursday, Jun 30",8.6717,98.51
"1994, Friday, Jul 01",8.7001,98.51
"1994, Monday, Jul 04",,
"1994, Tuesday, Jul 05",8.6696,98.87
"1994, Wednesday, Jul 06",8.669,98.23
"1994, Thursday, Jul 07",8.6681,98.86
"1994, Friday, Jul 08",8.6674,98.1
"1994, Monday, Jul 11",8.6666,97.37
"1994, Tuesday, Jul 12",8.6658,96.81
"1994, Wednesday, Jul 13",8.6647,97.9
"1994, Thursday, Jul 14",8.6637,98.4
"1994, Friday, Jul 15",8.6629,98.1
"1994, Monday, Jul 18",8.6618,98.51
"1994, Tuesday, Jul 19",8.6608,99.2
"1994, Wednesday, Jul 20",8.6589,98.55
"1994, Thursday, Jul 21",8.6564,98.55
"1994, Friday, Jul 22",8.6535,98.55
"1994, Monday, Jul 25",8.6495,98.95
"1994, Tuesday, Jul 26",8.6464,98.03
"1994, Wednesday, Jul 27",8.6438,98.18
"1994, Thursday, Jul 28",8.6414,99.18
"1994, Friday, Jul 29",8.6397,100.05
"1994, Monday, Aug 01",8.6369,99.35
"1994, Tuesday, Aug 02",8.6341,100.37
"1994, Wednesday, Aug 03",8.6314,100.42
"1994, Thursday, Aug 04",8.6288,100.2
"1994, Friday, Aug 05",8.6255,100.37
